N,K,regime,max_response_end,last_frame_end,T_sched
18,2,paid,704,704,1395
18,3,paid,711,711,1395
18,4,paid,718,718,1395
18,5,paid,725,725,1395
18,6,paid,732,732,1395
18,7,paid,739,739,1395
18,8,paid,746,746,1395
18,9,paid,753,753,1395
18,10,paid,760,760,1395
18,11,paid,767,767,1395
18,12,paid,774,774,1395
18,13,paid,781,781,1395
18,14,paid,788,788,1395
18,15,paid,795,795,1395
18,16,paid,802,802,1395
18,17,paid,809,809,1395
18,18,paid,816,816,1395
18,19,paid,823,823,1395
18,20,paid,830,830,1395
19,0,hidden,715,715,1395
19,1,paid,733,733,1395
19,2,paid,740,740,1395
19,3,paid,747,747,1395
19,4,paid,754,754,1395
19,5,paid,761,761,1395
19,6,paid,768,768,1395
19,7,paid,775,775,1395
19,8,paid,782,782,1395
19,9,paid,789,789,1395
19,10,paid,796,796,1395
19,11,paid,803,803,1395
19,12,paid,810,810,1395
19,13,paid,817,817,1395
19,14,paid,824,824,1395
19,15,paid,831,831,1395
19,16,paid,838,838,1395
19,17,paid,845,845,1395
19,18,paid,852,852,1395
19,19,paid,859,859,1395
19,20,rejected,866,866,1395
20,0,hidden,741,741,1395
20,1,paid,769,769,1395
20,2,paid,776,776,1395
20,3,paid,783,783,1395
20,4,paid,790,790,1395
20,5,paid,797,797,1395
20,6,paid,804,804,1395
20,7,paid,811,811,1395
20,8,paid,818,818,1395
20,9,paid,825,825,1395
20,10,paid,832,832,1395
20,11,paid,839,839,1395
20,12,paid,846,846,1395
20,13,paid,853,853,1395
20,14,paid,860,860,1395
20,15,paid,867,867,1395
20,16,paid,874,874,1395
20,17,paid,881,881,1395
20,18,paid,888,888,1395
20,19,rejected,895,895,1395
20,20,rejected,902,902,1395
21,0,hidden,777,777,1395
21,1,paid,805,805,1395
21,2,paid,812,812,1395
21,3,paid,819,819,1395
21,4,paid,826,826,1395
21,5,paid,833,833,1395
21,6,paid,840,840,1395
21,7,paid,847,847,1395
21,8,paid,854,854,1395
21,9,paid,861,861,1395
21,10,paid,868,868,1395
21,11,paid,875,875,1395
21,12,paid,882,882,1395
21,13,paid,889,889,1395
21,14,paid,896,896,1395
21,15,paid,903,903,1395
21,16,paid,910,910,1395
21,17,paid,917,917,1395
21,18,rejected,924,924,1395
21,19,rejected,931,931,1395
21,20,rejected,938,938,1395
22,0,hidden,813,813,1395
22,1,paid,841,841,1395
22,2,paid,848,848,1395
22,3,paid,855,855,1395
22,4,paid,862,862,1395
22,5,paid,869,869,1395
22,6,paid,876,876,1395
22,7,paid,883,883,1395
22,8,paid,890,890,1395
22,9,paid,897,897,1395
22,10,paid,904,904,1395
22,11,paid,911,911,1395
22,12,paid,918,918,1395
22,13,paid,925,925,1395
22,14,paid,932,932,1395
22,15,paid,939,939,1395
22,16,paid,946,946,1395
22,17,rejected,953,953,1395
22,18,rejected,960,960,1395
22,19,rejected,967,967,1395
22,20,rejected,974,974,1395
23,0,hidden,849,849,1395
23,1,paid,877,877,1395
23,2,paid,884,884,1395
23,3,paid,891,891,1395
23,4,paid,898,898,1395
23,5,paid,905,905,1395
23,6,paid,912,912,1395
23,7,paid,919,919,1395
23,8,paid,926,926,1395
23,9,paid,933,933,1395
23,10,paid,940,940,1395
23,11,paid,947,947,1395
23,12,paid,954,954,1395
23,13,paid,961,961,1395
23,14,paid,968,968,1395
23,15,paid,975,975,1395
23,16,rejected,982,982,1395
23,17,rejected,989,989,1395
23,18,rejected,996,996,1395
23,19,rejected,1003,1003,1395
23,20,rejected,1010,1010,1395
24,0,hidden,885,885,1395
24,1,paid,913,913,1395
24,2,paid,920,920,1395
24,3,paid,927,927,1395
24,4,paid,934,934,1395
24,5,paid,941,941,1395
24,6,paid,948,948,1395
24,7,paid,955,955,1395
24,8,paid,962,962,1395
24,9,paid,969,969,1395
24,10,paid,976,976,1395
24,11,paid,983,983,1395
24,12,paid,990,990,1395
24,13,paid,997,997,1395
24,14,paid,1004,1004,1395
24,15,rejected,1011,1011,1395
24,16,rejected,1018,1018,1395
24,17,rejected,1025,1025,1395
24,18,rejected,1032,1032,1395
24,19,rejected,1039,1039,1395
24,20,rejected,1046,1046,1395
25,0,hidden,921,921,1395
25,1,paid,949,949,1395
25,2,paid,956,956,1395
25,3,paid,963,963,1395
25,4,paid,970,970,1395
25,5,paid,977,977,1395
25,6,paid,984,984,1395
25,7,paid,991,991,1395
25,8,paid,998,998,1395
25,9,paid,1005,1005,1395
25,10,paid,1012,1012,1395
25,11,paid,1019,1019,1395
25,12,paid,1026,1026,1395
25,13,paid,1033,1033,1395
25,14,rejected,1040,1040,1395
25,15,rejected,1047,1047,1395
25,16,rejected,1054,1054,1395
25,17,rejected,1061,1061,1395
25,18,rejected,1068,1068,1395
25,19,rejected,1075,1075,1395
25,20,rejected,1082,1082,1395
26,0,hidden,957,957,1395
26,1,paid,985,985,1395
26,2,paid,992,992,1395
26,3,paid,999,999,1395
26,4,paid,1006,1006,1395
26,5,paid,1013,1013,1395
26,6,paid,1020,1020,1395
26,7,paid,1027,1027,1395
26,8,paid,1034,1034,1395
26,9,paid,1041,1041,1395
26,10,paid,1048,1048,1395
26,11,paid,1055,1055,1395
26,12,paid,1062,1062,1395
26,13,rejected,1069,1069,1395
26,14,rejected,1076,1076,1395
26,15,rejected,1083,1083,1395
26,16,rejected,1090,1090,1395
26,17,rejected,1097,1097,1395
26,18,rejected,1104,1104,1395
26,19,rejected,1111,1111,1395
26,20,rejected,1118,1118,1395
27,0,hidden,993,993,1395
27,1,paid,1021,1021,1395
27,2,paid,1028,1028,1395
27,3,paid,1035,1035,1395
27,4,paid,1042,1042,1395
27,5,paid,1049,1049,1395
27,6,paid,1056,1056,1395
27,7,paid,1063,1063,1395
27,8,paid,1070,1070,1395
27,9,paid,1077,1077,1395
27,10,paid,1084,1084,1395
27,11,paid,1091,1091,1395
27,12,rejected,1098,1098,1395
27,13,rejected,1105,1105,1395
27,14,rejected,1112,1112,1395
27,15,rejected,1119,1119,1395
27,16,rejected,1126,1126,1395
27,17,rejected,1133,1133,1395
27,18,rejected,1140,1140,1395
27,19,rejected,1147,1147,1395
27,20,rejected,1154,1154,1395
28,0,hidden,1029,1029,1395
28,1,paid,1057,1057,1395
28,2,paid,1064,1064,1395
28,3,paid,1071,1071,1395
28,4,paid,1078,1078,1395
28,5,paid,1085,1085,1395
28,6,paid,1092,1092,1395
28,7,paid,1099,1099,1395
28,8,paid,1106,1106,1395
28,9,paid,1113,1113,1395
28,10,paid,1120,1120,1395
28,11,rejected,1127,1127,1395
28,12,rejected,1134,1134,1395
28,13,rejected,1141,1141,1395
28,14,rejected,1148,1148,1395
28,15,rejected,1155,1155,1395
28,16,rejected,1162,1162,1395
28,17,rejected,1169,1169,1395
28,18,rejected,1176,1176,1395
28,19,rejected,1183,1183,1395
28,20,rejected,1190,1190,1395
29,0,hidden,1065,1065,1395
29,1,paid,1093,1093,1395
29,2,paid,1100,1100,1395
29,3,paid,1107,1107,1395
29,4,paid,1114,1114,1395
29,5,paid,1121,1121,1395
29,6,paid,1128,1128,1395
29,7,paid,1135,1135,1395
29,8,paid,1142,1142,1395
29,9,paid,1149,1149,1395
29,10,rejected,1156,1156,1395
29,11,rejected,1163,1163,1395
29,12,rejected,1170,1170,1395
29,13,rejected,1177,1177,1395
29,14,rejected,1184,1184,1395
29,15,rejected,1191,1191,1395
29,16,rejected,1198,1198,1395
29,17,rejected,1205,1205,1395
29,18,rejected,1212,1212,1395
29,19,rejected,1219,1219,1395
29,20,rejected,1226,1226,1395
30,0,hidden,1101,1101,1395
30,1,paid,1129,1129,1395
30,2,paid,1136,1136,1395
30,3,paid,1143,1143,1395
30,4,paid,1150,1150,1395
30,5,paid,1157,1157,1395
30,6,paid,1164,1164,1395
30,7,paid,1171,1171,1395
30,8,paid,1178,1178,1395
30,9,rejected,1185,1185,1395
30,10,rejected,1192,1192,1395
30,11,rejected,1199,1199,1395
30,12,rejected,1206,1206,1395
30,13,rejected,1213,1213,1395
30,14,rejected,1220,1220,1395
30,15,rejected,1227,1227,1395
30,16,rejected,1234,1234,1395
30,17,rejected,1241,1241,1395
30,18,rejected,1248,1248,1395
30,19,rejected,1255,1255,1395
30,20,rejected,1262,1262,1395
31,0,hidden,1137,1137,1395
31,1,paid,1165,1165,1395
31,2,paid,1172,1172,1395
31,3,paid,1179,1179,1395
31,4,paid,1186,1186,1395
31,5,paid,1193,1193,1395
31,6,paid,1200,1200,1395
31,7,paid,1207,1207,1395
31,8,rejected,1214,1214,1395
31,9,rejected,1221,1221,1395
31,10,rejected,1228,1228,1395
31,11,rejected,1235,1235,1395
31,12,rejected,1242,1242,1395
31,13,rejected,1249,1249,1395
31,14,rejected,1256,1256,1395
31,15,rejected,1263,1263,1395
31,16,rejected,1270,1270,1395
31,17,rejected,1277,1277,1395
31,18,rejected,1284,1284,1395
31,19,rejected,1291,1291,1395
31,20,rejected,1298,1298,1395
32,0,hidden,1173,1173,1395
32,1,paid,1201,1201,1395
32,2,paid,1208,1208,1395
32,3,paid,1215,1215,1395
32,4,paid,1222,1222,1395
32,5,paid,1229,1229,1395
32,6,paid,1236,1236,1395
32,7,rejected,1243,1243,1395
32,8,rejected,1250,1250,1395
32,9,rejected,1257,1257,1395
32,10,rejected,1264,1264,1395
32,11,rejected,1271,1271,1395
32,12,rejected,1278,1278,1395
32,13,rejected,1285,1285,1395
32,14,rejected,1292,1292,1395
32,15,rejected,1299,1299,1395
32,16,rejected,1306,1306,1395
32,17,rejected,1313,1313,1395
32,18,rejected,1320,1320,1395
32,19,rejected,1327,1327,1395
32,20,rejected,1334,1334,1395
33,0,hidden,1209,1209,1395
33,1,paid,1237,1237,1395
33,2,paid,1244,1244,1395
33,3,paid,1251,1251,1395
33,4,paid,1258,1258,1395
33,5,paid,1265,1265,1395
33,6,rejected,1272,1272,1395
33,7,rejected,1279,1279,1395
33,8,rejected,1286,1286,1395
33,9,rejected,1293,1293,1395
33,10,rejected,1300,1300,1395
33,11,rejected,1307,1307,1395
33,12,rejected,1314,1314,1395
33,13,rejected,1321,1321,1395
33,14,rejected,1328,1328,1395
33,15,rejected,1335,1335,1395
33,16,rejected,1342,1342,1395
33,17,rejected,1349,1349,1395
33,18,rejected,1356,1356,1395
33,19,rejected,1363,1363,1395
33,20,rejected,1370,1370,1395
34,0,hidden,1245,1245,1395
34,1,paid,1273,1273,1395
34,2,paid,1280,1280,1395
34,3,paid,1287,1287,1395
34,4,paid,1294,1294,1395
34,5,rejected,1301,1301,1395
34,6,rejected,1308,1308,1395
34,7,rejected,1315,1315,1395
34,8,rejected,1322,1322,1395
34,9,rejected,1329,1329,1395
34,10,rejected,1336,1336,1395
34,11,rejected,1343,1343,1395
34,12,rejected,1350,1350,1395
34,13,rejected,1357,1357,1395
34,14,rejected,1364,1364,1395
34,15,rejected,1371,1371,1395
34,16,rejected,1378,1378,1395
34,17,rejected,1385,1385,1395
34,18,rejected,1392,1392,1395
34,19,rejected,1399,1399,1395
34,20,rejected,1406,1406,1395
35,0,hidden,1281,1281,1395
35,1,paid,1309,1309,1395
35,2,paid,1316,1316,1395
35,3,paid,1323,1323,1395
35,4,rejected,1330,1330,1395
35,5,rejected,1337,1337,1395
35,6,rejected,1344,1344,1395
35,7,rejected,1351,1351,1395
35,8,rejected,1358,1358,1395
35,9,rejected,1365,1365,1395
35,10,rejected,1372,1372,1395
35,11,rejected,1379,1379,1395
35,12,rejected,1386,1386,1395
35,13,rejected,1393,1393,1395
35,14,rejected,1400,1400,1395
35,15,rejected,1407,1407,1395
35,16,rejected,1414,1414,1395
35,17,rejected,1421,1421,1395
35,18,rejected,1428,1428,1395
35,19,rejected,1435,1435,1395
35,20,rejected,1442,1442,1395
36,0,hidden,1317,1317,1395
36,1,paid,1345,1345,1395
36,2,paid,1352,1352,1395
36,3,rejected,1359,1359,1395
36,4,rejected,1366,1366,1395
36,5,rejected,1373,1373,1395
36,6,rejected,1380,1380,1395
36,7,rejected,1387,1387,1395
36,8,rejected,1394,1394,1395
36,9,rejected,1401,1401,1395
36,10,rejected,1408,1408,1395
36,11,rejected,1415,1415,1395
36,12,rejected,1422,1422,1395
36,13,rejected,1429,1429,1395
36,14,rejected,1436,1436,1395
36,15,rejected,1443,1443,1395
36,16,rejected,1450,1450,1395
36,17,rejected,1457,1457,1395
36,18,rejected,1464,1464,1395
36,19,rejected,1471,1471,1395
36,20,rejected,1478,1478,1395
37,0,hidden,1353,1353,1395
37,1,paid,1381,1381,1395
37,2,rejected,1388,1388,1395
37,3,rejected,1395,1395,1395
37,4,rejected,1402,1402,1395
37,5,rejected,1409,1409,1395
37,6,rejected,1416,1416,1395
37,7,rejected,1423,1423,1395
37,8,rejected,1430,1430,1395
37,9,rejected,1437,1437,1395
37,10,rejected,1444,1444,1395
37,11,rejected,1451,1451,1395
37,12,rejected,1458,1458,1395
37,13,rejected,1465,1465,1395
37,14,rejected,1472,1472,1395
37,15,rejected,1479,1479,1395
37,16,rejected,1486,1486,1395
37,17,rejected,1493,1493,1395
37,18,rejected,1500,1500,1395
37,19,rejected,1507,1507,1395
37,20,rejected,1514,1514,1395
38,0,hidden,1389,1389,1395
38,1,rejected,1417,1417,1395
38,2,rejected,1424,1424,1395
38,3,rejected,1431,1431,1395
38,4,rejected,1438,1438,1395
38,5,rejected,1445,1445,1395
38,6,rejected,1452,1452,1395
38,7,rejected,1459,1459,1395
38,8,rejected,1466,1466,1395
38,9,rejected,1473,1473,1395
38,10,rejected,1480,1480,1395
38,11,rejected,1487,1487,1395
38,12,rejected,1494,1494,1395
38,13,rejected,1501,1501,1395
38,14,rejected,1508,1508,1395
38,15,rejected,1515,1515,1395
38,16,rejected,1522,1522,1395
38,17,rejected,1529,1529,1395
38,18,rejected,1536,1536,1395
38,19,rejected,1543,1543,1395
38,20,rejected,1550,1550,1395
39,0,rejected,1425,1425,1395
39,1,rejected,1453,1453,1395
39,2,rejected,1460,1460,1395
39,3,rejected,1467,1467,1395
39,4,rejected,1474,1474,1395
39,5,rejected,1481,1481,1395
39,6,rejected,1488,1488,1395
39,7,rejected,1495,1495,1395
39,8,rejected,1502,1502,1395
39,9,rejected,1509,1509,1395
39,10,rejected,1516,1516,1395
39,11,rejected,1523,1523,1395
39,12,rejected,1530,1530,1395
39,13,rejected,1537,1537,1395
39,14,rejected,1544,1544,1395
39,15,rejected,1551,1551,1395
39,16,rejected,1558,1558,1395
39,17,rejected,1565,1565,1395
39,18,rejected,1572,1572,1395
39,19,rejected,1579,1579,1395
39,20,rejected,1586,1586,1395
40,0,rejected,1461,1461,1395
40,1,rejected,1489,1489,1395
40,2,rejected,1496,1496,1395
40,3,rejected,1503,1503,1395
40,4,rejected,1510,1510,1395
40,5,rejected,1517,1517,1395
40,6,rejected,1524,1524,1395
40,7,rejected,1531,1531,1395
40,8,rejected,1538,1538,1395
40,9,rejected,1545,1545,1395
40,10,rejected,1552,1552,1395
40,11,rejected,1559,1559,1395
40,12,rejected,1566,1566,1395
40,13,rejected,1573,1573,1395
40,14,rejected,1580,1580,1395
40,15,rejected,1587,1587,1395
40,16,rejected,1594,1594,1395
40,17,rejected,1601,1601,1395
40,18,rejected,1608,1608,1395
40,19,rejected,1615,1615,1395
40,20,rejected,1622,1622,1395
